Month;CLIENTNUM;wealth_tag;card_type;Revlv_ind;spend_category;Trans_amt;trans_cnt
1301;1028077;High Net Worth;Gold;Revolver;Airlines;93.05;11
1301;1028077;High Net Worth;Gold;Revolver;Entertainment;42.47;5
1301;8448245;High Net Worth;Gold;Revolver;Business;69.13;7
1301;8448245;High Net Worth;Gold;Revolver;Auto;59.87;7
1301;8448245;High Net Worth;Gold;Revolver;Entertainment;29.81;4
1301;5666037;High Net Worth;Gold;Revolver;Airlines;73.97;9
1301;5666037;High Net Worth;Gold;Revolver;Auto;62.88;5
1301;9668995;High Net Worth;Gold;Revolver;Auto;48.16;7
1301;9668995;High Net Worth;Gold;Revolver;Grocery;69.86;8
1301;9668995;High Net Worth;Gold;Revolver;Entertainment;28.31;3
1301;9668995;High Net Worth;Gold;Revolver;Business;52.48;8
1301;18705;High Net Worth;Gold;Revolver;Auto;53.31;6
1301;2273802;High Net Worth;Gold;Revolver;Entertainment;26.76;5
1301;2273802;High Net Worth;Gold;Revolver;Grocery;71.32;8
1301;2273802;High Net Worth;Gold;Revolver;Auto;51.54;7
1301;2273802;High Net Worth;Gold;Revolver;Airlines;74.2;8
1301;1723640;High Net Worth;Gold;Revolver;Business;60.41;6
1301;1723640;High Net Worth;Gold;Revolver;Auto;59.05;5
1301;1723640;High Net Worth;Gold;Revolver;Entertainment;28.27;3
1301;9563983;High Net Worth;Gold;Delinquent;Personal;14.76;3
1301;9563983;High Net Worth;Gold;Delinquent;Grocery;29.95;5
1301;9563983;High Net Worth;Gold;Delinquent;Entertainment;16.91;3
1301;9563983;High Net Worth;Gold;Delinquent;Airlines;34.48;4
1301;7757389;High Net Worth;Gold;Delinquent;Auto;24.81;3
1301;7757389;High Net Worth;Gold;Delinquent;Grocery;31.61;3
1301;7757389;High Net Worth;Gold;Delinquent;Airlines;37.14;4
1301;7346346;High Net Worth;Gold;Delinquent;Auto;19.58;3
1301;9957948;High Net Worth;Gold;Delinquent;Personal;13.62;2
1301;9957948;High Net Worth;Gold;Delinquent;Business;23.63;3
1301;1311122;High Net Worth;Gold;Delinquent;Auto;26.92;4
1301;1311122;High Net Worth;Gold;Delinquent;Personal;13.72;3
1301;4492539;High Net Worth;Gold;Delinquent;Business;27.82;3
1301;4492539;High Net Worth;Gold;Delinquent;Entertainment;8.52;1
1301;4492539;High Net Worth;Gold;Delinquent;Personal;16.1;3
1301;6011457;High Net Worth;Gold;Delinquent;Grocery;33.49;3
1301;8708194;High Net Worth;Gold;Delinquent;Personal;20.71;1
1301;8708194;High Net Worth;Gold;Delinquent;Entertainment;12.73;1
1301;8708194;High Net Worth;Gold;Delinquent;Auto;31.04;4
1301;7631968;High Net Worth;Gold;Delinquent;Personal;15.04;2
1301;7631968;High Net Worth;Gold;Delinquent;Airlines;27.63;4
1301;1302649;High Net Worth;Gold;Delinquent;Airlines;31.99;3
1301;1302649;High Net Worth;Gold;Delinquent;Business;28.76;3
1301;5233857;High Net Worth;Platinum;Transactor;Entertainment;74.66;8
1301;5233857;High Net Worth;Platinum;Transactor;Personal;74.0;8
1301;4253063;High Net Worth;Platinum;Transactor;Grocery;221.97;23
1301;4253063;High Net Worth;Platinum;Transactor;Auto;151.94;16
1301;4253063;High Net Worth;Platinum;Transactor;Airlines;232.78;22
1301;7664095;High Net Worth;Platinum;Transactor;Airlines;221.6;23
1301;7664095;High Net Worth;Platinum;Transactor;Entertainment;72.56;8
1301;7664095;High Net Worth;Platinum;Transactor;Grocery;226.33;24
1301;7440037;High Net Worth;Platinum;Transactor;Auto;149.54;16
1301;7440037;High Net Worth;Platinum;Transactor;Personal;79.94;9
1301;7440037;High Net Worth;Platinum;Transactor;Airlines;219.56;23
1301;5816159;High Net Worth;Platinum;Transactor;Personal;72.07;8
1301;5816159;High Net Worth;Platinum;Transactor;Grocery;232.07;22
1301;9404447;High Net Worth;Platinum;Transactor;Entertainment;62.36;8
1301;9404447;High Net Worth;Platinum;Transactor;Airlines;174.84;19
1301;2429841;High Net Worth;Platinum;Transactor;Entertainment;62.29;7
1301;2429841;High Net Worth;Platinum;Transactor;Business;121.06;13
1301;2429841;High Net Worth;Platinum;Transactor;Auto;118.68;12
1301;174600;High Net Worth;Platinum;Transactor;Airlines;196.03;20
1301;174600;High Net Worth;Platinum;Transactor;Auto;118.97;12
1301;174600;High Net Worth;Platinum;Transactor;Business;118.48;13
1301;4117615;High Net Worth;Platinum;Transactor;Airlines;183.3;18
1301;4117615;High Net Worth;Platinum;Transactor;Personal;74.67;6
1301;4117615;High Net Worth;Platinum;Transactor;Auto;118.84;13
1301;4117615;High Net Worth;Platinum;Transactor;Entertainment;74.96;7
1301;4117615;High Net Worth;Platinum;Transactor;Business;118.93;12
1301;4601188;High Net Worth;Platinum;Transactor;Auto;116.55;12
1301;4601188;High Net Worth;Platinum;Transactor;Airlines;173.87;18
1301;4601188;High Net Worth;Platinum;Transactor;Grocery;192.74;19
1301;4601188;High Net Worth;Platinum;Transactor;Business;122.55;12
1301;2805062;High Net Worth;Platinum;Occasional_Revolver;Entertainment;60.27;7
1301;2805062;High Net Worth;Platinum;Occasional_Revolver;Personal;58.89;6
1301;2805062;High Net Worth;Platinum;Occasional_Revolver;Business;121.48;12
1301;2805062;High Net Worth;Platinum;Occasional_Revolver;Grocery;195.5;18
1301;7137565;High Net Worth;Platinum;Occasional_Revolver;Business;119.85;12
1301;7137565;High Net Worth;Platinum;Occasional_Revolver;Grocery;177.84;18
1301;7137565;High Net Worth;Platinum;Occasional_Revolver;Auto;125.24;13
1301;6272869;High Net Worth;Platinum;Occasional_Revolver;Auto;137.58;12
1301;6272869;High Net Worth;Platinum;Occasional_Revolver;Grocery;183.84;19
1301;1502831;High Net Worth;Platinum;Occasional_Revolver;Airlines;177.82;19
1301;9987877;High Net Worth;Platinum;Occasional_Revolver;Auto;124.78;13
1301;9987877;High Net Worth;Platinum;Occasional_Revolver;Airlines;181.27;18
1301;1165234;High Net Worth;Platinum;Occasional_Revolver;Business;101.01;11
1301;1165234;High Net Worth;Platinum;Occasional_Revolver;Grocery;147.49;15
1301;1165234;High Net Worth;Platinum;Occasional_Revolver;Auto;100.38;10
1301;4910705;High Net Worth;Platinum;Occasional_Revolver;Business;113.17;10
1301;4910705;High Net Worth;Platinum;Occasional_Revolver;Grocery;155.19;16
1301;9083376;High Net Worth;Platinum;Occasional_Revolver;Grocery;145.81;14
1301;9083376;High Net Worth;Platinum;Occasional_Revolver;Entertainment;70.7;6
1301;9083376;High Net Worth;Platinum;Occasional_Revolver;Personal;49.51;6
1301;8467422;High Net Worth;Platinum;Occasional_Revolver;Auto;105.46;11
1301;8467422;High Net Worth;Platinum;Occasional_Revolver;Grocery;138.53;16
1301;8467422;High Net Worth;Platinum;Occasional_Revolver;Entertainment;48.45;6
1301;8467422;High Net Worth;Platinum;Occasional_Revolver;Personal;49.29;6
1301;7642740;High Net Worth;Platinum;Occasional_Revolver;Business;92.43;10
1301;7642740;High Net Worth;Platinum;Occasional_Revolver;Grocery;142.24;16
1301;7642740;High Net Worth;Platinum;Occasional_Revolver;Airlines;143.03;16
1301;8372798;High Net Worth;Platinum;Revolver;Auto;104.73;11
1301;2225025;High Net Worth;Platinum;Revolver;Grocery;132.27;15
1301;2225025;High Net Worth;Platinum;Revolver;Entertainment;45.65;6
1301;1492599;High Net Worth;Platinum;Revolver;Grocery;150.04;14
1301;1492599;High Net Worth;Platinum;Revolver;Personal;44.59;5
1301;1492599;High Net Worth;Platinum;Revolver;Entertainment;58.98;6
1301;4347793;High Net Worth;Platinum;Revolver;Auto;98.95;10
1301;4347793;High Net Worth;Platinum;Revolver;Entertainment;50.58;6
1301;4347793;High Net Worth;Platinum;Revolver;Grocery;152.75;14
1301;2432463;High Net Worth;Platinum;Revolver;Entertainment;50.22;6
1301;2432463;High Net Worth;Platinum;Revolver;Airlines;136.71;14
1301;2432463;High Net Worth;Platinum;Revolver;Grocery;131.42;14
1301;2811933;High Net Worth;Platinum;Revolver;Auto;70.0;9
1301;2811933;High Net Worth;Platinum;Revolver;Grocery;115.28;12
1301;2811933;High Net Worth;Platinum;Revolver;Airlines;121.2;11
1301;2811933;High Net Worth;Platinum;Revolver;Personal;46.23;4
1301;9040824;High Net Worth;Platinum;Revolver;Auto;88.25;8
1301;9040824;High Net Worth;Platinum;Revolver;Business;71.13;8
1301;3794431;High Net Worth;Platinum;Revolver;Grocery;115.57;11
1301;3794431;High Net Worth;Platinum;Revolver;Business;76.13;7
1301;3794431;High Net Worth;Platinum;Revolver;Entertainment;40.06;5
1301;4513406;High Net Worth;Platinum;Revolver;Business;94.13;9
1301;4513406;High Net Worth;Platinum;Revolver;Grocery;121.7;12
1301;4513406;High Net Worth;Platinum;Revolver;Auto;71.51;8
1301;3323958;High Net Worth;Platinum;Revolver;Airlines;109.89;11
1301;8286780;High Net Worth;Platinum;Delinquent;Business;29.73;3
1301;8286780;High Net Worth;Platinum;Delinquent;Personal;24.97;2
1301;8286780;High Net Worth;Platinum;Delinquent;Airlines;45.13;6
1301;8286780;High Net Worth;Platinum;Delinquent;Auto;29.91;4
1301;8076769;High Net Worth;Platinum;Delinquent;Auto;36.32;5
1301;8076769;High Net Worth;Platinum;Delinquent;Entertainment;22.27;4
1301;8076769;High Net Worth;Platinum;Delinquent;Airlines;51.53;5
1301;2930413;High Net Worth;Platinum;Delinquent;Airlines;58.22;5
1301;2930413;High Net Worth;Platinum;Delinquent;Auto;42.88;4
1301;2930413;High Net Worth;Platinum;Delinquent;Personal;15.69;3
1301;2930413;High Net Worth;Platinum;Delinquent;Grocery;54.03;7
1301;6571165;High Net Worth;Platinum;Delinquent;Personal;24.55;3
1301;6571165;High Net Worth;Platinum;Delinquent;Business;43.9;5
1301;6212753;High Net Worth;Platinum;Delinquent;Personal;18.56;3
1301;6212753;High Net Worth;Platinum;Delinquent;Airlines;49.3;5
1301;6212753;High Net Worth;Platinum;Delinquent;Auto;23.45;3
1301;3498406;High Net Worth;Platinum;Delinquent;Entertainment;11.56;3
1301;3498406;High Net Worth;Platinum;Delinquent;Airlines;44.37;4
1301;3498406;High Net Worth;Platinum;Delinquent;Business;28.39;4
1301;6083811;High Net Worth;Platinum;Delinquent;Auto;37.72;3
1301;6083811;High Net Worth;Platinum;Delinquent;Business;25.48;3
1301;6083811;High Net Worth;Platinum;Delinquent;Airlines;47.2;4
1301;6869443;High Net Worth;Platinum;Delinquent;Entertainment;16.21;2
1301;6869443;High Net Worth;Platinum;Delinquent;Auto;29.15;3
1301;3987905;High Net Worth;Platinum;Delinquent;Personal;11.84;2
1301;3987905;High Net Worth;Platinum;Delinquent;Auto;28.9;5
1301;6470577;Affluent;Blue;Transactor;Auto;36.3;5
1301;6470577;Affluent;Blue;Transactor;Grocery;71.08;8
1301;6470577;Affluent;Blue;Transactor;Entertainment;23.28;4
1301;6470577;Affluent;Blue;Transactor;Airlines;56.65;6
1301;3613620;Affluent;Blue;Transactor;Grocery;71.76;6
1301;5760594;Affluent;Blue;Transactor;Business;37.19;5
1301;5760594;Affluent;Blue;Transactor;Airlines;67.85;6
1301;6299075;Affluent;Blue;Transactor;Entertainment;29.71;4
1301;6299075;Affluent;Blue;Transactor;Auto;43.0;5
1301;5537758;Affluent;Blue;Transactor;Business;40.37;4
1301;5537758;Affluent;Blue;Transactor;Grocery;62.97;6
1301;6320012;Affluent;Blue;Transactor;Entertainment;20.36;4
1301;6320012;Affluent;Blue;Transactor;Business;46.57;4
1301;3895863;Affluent;Blue;Transactor;Auto;32.43;4
1301;3895863;Affluent;Blue;Transactor;Airlines;43.61;5
1301;1998192;Affluent;Blue;Transactor;Entertainment;23.23;2
1301;1998192;Affluent;Blue;Transactor;Business;33.13;5
1301;1998192;Affluent;Blue;Transactor;Auto;47.52;4
1301;7156856;Affluent;Blue;Transactor;Auto;49.06;4
1301;7156856;Affluent;Blue;Transactor;Business;30.28;5
1301;1067610;Affluent;Blue;Transactor;Airlines;53.67;6
1301;1067610;Affluent;Blue;Transactor;Entertainment;15.05;2
1301;1067610;Affluent;Blue;Transactor;Business;42.05;6
1301;1067610;Affluent;Blue;Transactor;Auto;53.17;4
1301;8967510;Affluent;Blue;Occasional_Revolver;Entertainment;24.39;2
1301;8967510;Affluent;Blue;Occasional_Revolver;Airlines;58.01;5
1301;8967510;Affluent;Blue;Occasional_Revolver;Business;45.11;4
1301;1236013;Affluent;Blue;Occasional_Revolver;Auto;29.64;4
1301;1236013;Affluent;Blue;Occasional_Revolver;Business;50.17;5
1301;1236013;Affluent;Blue;Occasional_Revolver;Grocery;51.81;5
1301;1236013;Affluent;Blue;Occasional_Revolver;Personal;30.25;2
1301;7247672;Affluent;Blue;Occasional_Revolver;Personal;30.64;2
1301;7247672;Affluent;Blue;Occasional_Revolver;Business;31.07;4
1301;7247672;Affluent;Blue;Occasional_Revolver;Auto;39.19;4
1301;9379242;Affluent;Blue;Occasional_Revolver;Grocery;47.93;5
1301;9379242;Affluent;Blue;Occasional_Revolver;Entertainment;18.32;4
1301;1177562;Affluent;Blue;Occasional_Revolver;Personal;23.77;2
1301;1177562;Affluent;Blue;Occasional_Revolver;Grocery;55.34;5
1301;1177562;Affluent;Blue;Occasional_Revolver;Airlines;55.39;6
1301;1177562;Affluent;Blue;Occasional_Revolver;Business;37.75;4
1301;5305873;Affluent;Blue;Occasional_Revolver;Grocery;47.14;4
1301;5305873;Affluent;Blue;Occasional_Revolver;Personal;11.52;2
1301;5305873;Affluent;Blue;Occasional_Revolver;Business;23.49;4
1301;2911646;Affluent;Blue;Occasional_Revolver;Business;24.75;3
1301;2911646;Affluent;Blue;Occasional_Revolver;Entertainment;12.8;4
1301;8529687;Affluent;Blue;Occasional_Revolver;Entertainment;14.07;2
1301;8529687;Affluent;Blue;Occasional_Revolver;Airlines;50.53;5
1301;1206561;Affluent;Blue;Occasional_Revolver;Airlines;44.16;4
1301;1206561;Affluent;Blue;Occasional_Revolver;Auto;24.46;3
1301;1206561;Affluent;Blue;Occasional_Revolver;Personal;16.54;2
1301;1206561;Affluent;Blue;Occasional_Revolver;Grocery;38.89;5
1301;8987435;Affluent;Blue;Occasional_Revolver;Entertainment;13.08;4
1301;8987435;Affluent;Blue;Occasional_Revolver;Business;32.34;5
1301;6650610;Affluent;Blue;Revolver;Airlines;48.42;6
1301;6650610;Affluent;Blue;Revolver;Grocery;39.51;5
1301;6650610;Affluent;Blue;Revolver;Entertainment;19.15;2
1301;6650610;Affluent;Blue;Revolver;Auto;30.35;4
1301;5139430;Affluent;Blue;Revolver;Airlines;32.42;4
1301;682314;Affluent;Blue;Revolver;Personal;20.8;3
1301;682314;Affluent;Blue;Revolver;Grocery;35.83;5
